FATP-QT,,,,,,,,,,,,Parametric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,Version,List of Failing Tests,2V4_DUT_Applied_Voltage,2V4_MCU_AID_Fall_Time,2V4_MCU_AID_Rise_Time,2V4_MCU_Bits_period,2V4_MCU_VOH,2V4_MCU_VOL,4V8_DUT_Applied_Voltage,4V8_MCU_AID_Fall_Time,4V8_MCU_AID_Rise_Time,4V8_MCU_Bits_period,4V8_MCU_VOH,4V8_MCU_VOL,5V_2P5A_Charge_Capability,5V_2P5A_Charge_Type,5V_2P5A_Charge_Voltage,5V_2P5A_CURR_USBC_PD,5V_2P5A_DCR,5V_2P5A_DUT_Input_Voltage,5V_2P5A_Orion_Power_Voltage,5W_5V_1P0A_BRICKID_CAPABILITY_Curr,5W_5V_1P0A_BRICKID_CAPABILITY_DM_Vol,5W_5V_1P0A_BRICKID_CAPABILITY_DP_Vol,5W_5V_1P0A_BRICKID_CAPABILITY_Type,5W_5V_1P0A_BRICKID_CAPABILITY_Vol,5W_5V_1P0A_BRICKID_System_Curr,9V_2P5A_Charge_Capability,9V_2P5A_Charge_Type,9V_2P5A_Charge_Voltage,9V_2P5A_CURR_USBC_PD,9V_2P5A_DCR,9V_2P5A_DUT_Input_Voltage,9V_2P5A_Orion_Power_Voltage,10W_5V_1P5A_BRICKID_CAPABILITY_Curr,10W_5V_1P5A_BRICKID_CAPABILITY_DM_Vol,10W_5V_1P5A_BRICKID_CAPABILITY_DP_Vol,10W_5V_1P5A_BRICKID_CAPABILITY_Type,10W_5V_1P5A_BRICKID_CAPABILITY_Vol,10W_5V_1P5A_BRICKID_System_Curr,12.5W_5V_1P5A_BRICKID_CAPABILITY_Curr,12.5W_5V_1P5A_BRICKID_CAPABILITY_DM_Vol,12.5W_5V_1P5A_BRICKID_CAPABILITY_DP_Vol,12.5W_5V_1P5A_BRICKID_CAPABILITY_Type,12.5W_5V_1P5A_BRICKID_CAPABILITY_Vol,12.5W_5V_1P5A_BRICKID_System_Curr,CC_Rp_Capability_CURR-10kohm_5V,CC_Rp_Capability_CURR-22kohm_5V,CC_Rp_Capability_CURR-56kohm_5V,CC_Rp_Capability_Type-10kohm_5V,CC_Rp_Capability_Type-22kohm_5V,CC_Rp_Capability_Type-56kohm_5V,CC_Rp_Capability_VOL-10kohm_5V,CC_Rp_Capability_VOL-22kohm_5V,CC_Rp_Capability_VOL-56kohm_5V,CC_Rp_SYS_CURR-10kohm_5V,CC_Rp_SYS_CURR-22kohm_5V,CC_Rp_SYS_Curr-56kohm_5V,FW_VERSION_CCG3,FW_VERSION_L4R5,FW_VERSION_MTFW,GreenPAK ID,KBD_HW_Layout,OrionPWR_On_Sys Voltage,OrionPWR_SYS_CURRENT_ALL_RAILS,OrionPWR_SYS_CURRENT_BLC_ONLY,OrionPWR_SYS_CURRENT_CAPSLOCK_ONLY,OrionPWR_SYS_CURRENT_Energy_Storage,OrionPWR_SYS_CURRENT_Energy_Storage_ONLY,OrionPWR_SYS_CURRENT_IDLE,OrionPWR_SYS_CURRENT_LEDs_to_0PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_3P8PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_100PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_UserMax_brightness,OrionPWR_SYS_CURRENT_MFI_ONLY,OrionPWR_SYS_CURRENT_TOUCH_ONLY,OrionPWR_SYS_CURRENT_USBC_AltPWR_ONLY,PHASE1_CONSUMER_DUT_MODE,PHASE2_C2P_DUT_MODE,PHASE2_SYS_CURRENT_pre_swap_consumer,PHASE2_SYS_CURRENT_pre_swap_provide,PHASE3_Vol_IDBUS_provider,PHASE5:P2C_DUT_MODE,PORION_RVP_OUT_-16V_CURR,PPORION_OVP_OUT_5V2_CURR,PPORION_OVP_OUT_16V_CURR,Production signed check,READ_HW_VERSION,Read_PHASE5_BROWNOUT_STATUS,SYS_IDBUS_6V_VBUS_0V_CURR,SYS_IDBUS_6V_VBUS_5V2_CURR,SYS_IDBUS_-5V2_VBUS_0V_CURR,USBC_PWR_On_Sys Voltage,USBC_PWR_SYS_CURRENT_ALL_RAILS,USBC_PWR_SYS_CURRENT_BLC_ONLY,USBC_PWR_SYS_CURRENT_CAPSLOCK_ONLY,USBC_PWR_SYS_CURRENT_Energy_Storage_5V,USBC_PWR_SYS_CURRENT_Energy_Storage_ONLY,USBC_PWR_SYS_CURRENT_IDLE,USBC_PWR_SYS_CURRENT_LEDs_to_100PCT_brightness,USBC_PWR_SYS_CURRENT_MFI_ONLY,USBC_PWR_SYS_CURRENT_TOUCH_ONLY
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 20:46,2019/12/5 20:50,V1.2.2.0,,2.423739991,73,57.5,10.012,1.698748864,0.000991,4.80642115,55,56,10.019,1.92275088,0.001272,3000,6,5000,2509.90277,0.151139534,5.083627162,4.704281626,1,1.78,0.876,4,5000,1010.990307,3000,6,9000,2508.938389,0.151115587,9.064230267,8.685090569,1500,0.876,1.78,4,5000,1514.041901,1500,1.78,1.78,4,5000,1509.651868,3000,1500,500,5,5,5,5000,5000,5000,16.55267927,16.55475429,16.53871199,258,624,1301,3,33,4797.887144,8.525091093,2.741490444,18.94362898,2.785357502,0.438435913,0.180292723,2.763487182,16.66374784,222.0810994,81.67075884,0.220739199,3.253218045,3.053981233,5,4,120.6915439,123.253923,2826.397389,5,-0.019268553,3.323638306,11.06183219,0,4,1,0.20089431,0.206762197,-36.12866072,9014.602153,10.32933897,8.224430115,15.64455595,6.553115662,7.488122875,7.422154543,131.7196229,7.428344164,9.378458297
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 20:55,2019/12/5 21:00,V1.2.2.0,,2.423650473,72,59.5,10.009,1.700149888,0.000742,4.806309253,55,55,10.014,1.9225066,0.000999,3000,6,5000,2508.321109,0.151065319,5.083530185,4.704609857,1,1.78,0.876,4,5000,1010.873749,3000,6,9000,2508.897764,0.151028851,9.064043807,8.685127861,1500,0.876,1.78,4,5000,1513.901581,1500,1.78,1.78,4,5000,1511.029653,3000,1500,500,5,5,5,5000,5000,5000,16.55229997,16.53627999,16.51175915,258,624,1301,3,33,4797.603672,9.059202416,2.737622539,18.93353499,2.77363466,0.441635261,0.188952358,2.757314579,16.65702824,221.8581804,81.60992989,0.198017989,3.209143717,3.071103583,5,4,117.8317286,122.5066784,2826.195975,5,-0.01992224,3.319905166,11.05651083,0,4,1,0.200276078,0.20619631,-36.11541044,9013.975648,10.33048646,8.233286671,15.63947735,6.541577586,7.481459186,7.410937373,131.7422972,7.431708828,9.393652962
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 21:01,2019/12/5 21:06,V1.2.2.0,,2.423710152,73,58.5,10.01,1.698135211,0.000664,4.806450989,54,56,10.014,1.921963979,0.000872,3000,6,5000,2508.607874,0.150985603,5.083492886,4.704729214,1,1.78,0.876,4,5000,1010.911791,3000,6,9000,2509.540982,0.150909896,9.064170599,8.68545603,1500,0.876,1.78,4,5000,1521.760498,1500,1.78,1.78,4,5000,1511.115376,3000,1500,500,5,5,5,5000,5000,5000,16.54112168,16.55176448,16.51593148,258,624,1301,3,33,4797.849845,9.065294792,2.742334042,18.93943287,2.774787009,0.43387757,0.195044734,2.757788646,16.66464736,222.0800126,81.62405954,0.200278927,3.182200209,3.07824377,5,4,117.6846394,122.6959607,2826.263113,5,-0.019433456,3.319056394,11.06079561,0,4,1,0.200760061,0.206598692,-36.11621325,9014.378401,10.34306019,8.22563838,15.64186956,6.549281792,7.481449462,7.430238003,131.7128979,7.432158585,9.332909629
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 21:06,2019/12/5 21:11,V1.2.2.0,,2.423747451,73,59.5,10.011,1.699595107,0.000845,4.80641369,56,58,10.016,1.921995465,0.001052,3000,6,5000,2509.767322,0.158614123,5.083567484,4.685482941,1,1.78,0.876,4,5000,1010.977344,3000,6,9000,2508.958836,0.157035979,9.064178058,8.670181251,1500,0.876,1.78,4,5000,1516.992702,1500,1.78,1.78,4,5000,1511.124501,3000,1500,500,5,5,5,5000,5000,5000,16.56126938,16.55732016,16.54449079,258,624,1301,3,33,4797.872224,9.067567886,2.742791092,18.9426225,2.782880194,0.44248129,0.19501313,2.762697069,16.66627377,222.2198442,81.66450601,0.215609545,3.402348209,3.066943943,5,4,117.9370448,122.3360625,2826.240733,5,-0.019261957,3.318440277,11.06150759,0,4,1,0.200776552,0.206859373,-36.1176518,9014.080065,10.30227822,8.235435777,15.64697248,6.54365619,7.479798734,7.424658592,131.7455843,7.430765555,9.399753449
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 21:12,2019/12/5 21:17,V1.2.2.0,,2.423710152,74,57.5,10.018,1.698681677,0.000091,4.80641369,56,56,10.012,1.922349572,0.001127,3000,6,5000,2509.8123,0.153296893,5.083485426,4.698738998,1,1.78,0.876,4,5000,1011.012597,3000,6,9000,2508.899059,0.152839192,9.064110932,8.680652828,1500,0.876,1.78,4,5000,1521.835801,1500,1.78,1.78,4,5000,1509.969635,3000,1500,500,5,5,5,5000,5000,5000,16.54643193,16.55109512,16.52387454,258,624,1301,3,33,4797.924443,9.027486076,2.742822696,18.9412319,2.775766749,0.456260855,0.198222203,2.760849421,16.66378917,222.0299326,81.62422728,0.203176817,3.183881952,3.075771325,5,4,118.236329,122.8771957,2826.188515,5,-0.019293838,3.318463263,11.06027704,0,4,1,0.200769894,0.206670275,-36.1185858,9014.229233,10.35592322,8.222565449,15.64496437,6.557131866,7.488341676,7.42670073,131.7533037,7.431353886,9.388134803
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 21:18,2019/12/5 21:23,V1.2.2.0,,2.427795196,75,57.5,10.012,1.690585164,0.001596,4.817975854,54,56,10.012,1.911552054,0.002886,3000,6,5000,2507.562601,0.162270286,5.082347583,4.675444683,1,1.78,0.876,4,5000,1010.481168,3000,6,9000,2508.148633,0.161317328,9.075395168,8.670787331,1500,0.876,1.78,4,5000,1516.928352,1500,1.78,1.78,4,5000,1510.106813,3000,1500,500,5,5,5,5000,5000,5000,16.43447771,16.44239876,16.40931279,258,624,1301,3,33,4808.942872,8.977210448,2.683754702,18.89352002,2.724018469,0.37484035,0.128635247,2.690310115,16.58106725,222.1015973,81.44732029,0.138843066,3.295307749,2.998339332,5,4,117.2355177,122.8752184,2826.465222,5,-0.021637808,3.317021,11.04603176,0,4,1,0.198446566,0.204435147,-36.11745262,9027.840421,10.31289217,8.172301315,15.57490962,6.476472059,7.413736017,7.359864251,131.4658906,7.376993692,9.220961666
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,FAIL,2019/12/5 21:23,2019/12/5 21:28,V1.2.2.0,CB Error Could not set PASS CB,2.427802673,73,59.5,10.011,1.691429211,0.000772,4.818065585,53,54,10.018,1.911579132,0.002914,3000,6,5000,2508.391709,0.160061353,5.082467225,4.680970654,1,1.78,0.876,4,5000,1010.543736,3000,6,9000,2508.230994,0.159574353,9.075589544,8.675340207,1500,0.876,1.78,4,5000,1519.003601,1500,1.78,1.78,4,5000,1510.474541,3000,1500,500,5,5,5,5000,5000,5000,16.45837436,16.44691554,16.42804741,258,624,1301,3,33,4809.182157,9.006422414,2.691517882,18.88635588,2.713507497,0.384250265,0.123219696,2.693996473,16.58461537,222.1684461,81.44822247,0.144176159,3.334443099,3.0296176,5,4,119.0360399,123.3050256,2826.539998,5,-0.020981253,3.318640806,11.05025234,0,4,1,0.198929599,0.204877897,-36.11873423,9028.520736,10.2654691,8.169708738,15.58285712,6.48640825,7.427652021,7.363669446,131.4868145,7.380272611,9.325675302
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 21:34,2019/12/5 21:39,V1.2.2.0,,2.427802673,75,58.5,10.013,1.693002226,0.000382,4.818020719,53,59,10.014,1.912628941,0.0023,3000,6,5000,2508.904417,0.158475836,5.082399927,4.684799202,1,1.78,0.876,4,5000,1009.675112,3000,6,9000,2508.291518,0.158315708,9.075619448,8.678517501,1500,0.876,1.78,4,5000,1520.05294,1500,1.78,1.78,4,5000,1509.825727,3000,1500,500,5,5,5,5000,5000,5000,16.43567921,16.4492518,16.43496721,258,624,1301,3,33,4809.227022,8.945323445,2.689318193,18.90064294,2.728332964,0.383973789,0.138457453,2.691105592,16.57932593,222.1214322,81.4572007,0.146506811,3.33376896,3.016186643,5,4,116.9878567,122.8575018,2826.510087,5,-0.021120987,3.319040148,11.04926128,0,4,1,0.198835217,0.204846538,-36.11774708,9028.6254,10.27771412,8.172085469,15.57582151,6.486759909,7.422580853,7.36154979,131.4642801,7.383997774,9.345765066
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 21:39,2019/12/5 21:44,V1.2.2.0,,2.427810151,73,57.5,10.013,1.692066686,0.000684,4.818110451,53,55,10.012,1.91135474,0.002814,3000,6,5000,2508.51436,0.15807719,5.082407404,4.685868504,1,1.78,0.876,4,5000,1010.63554,3000,6,9000,2507.304589,0.157954625,9.075544688,8.679504331,1500,0.876,1.78,4,5000,1511.097723,1500,1.78,1.78,4,5000,1510.513212,3000,1500,500,5,5,5,5000,5000,5000,16.45341258,16.45227782,16.43803773,258,624,1301,3,33,4809.286843,7.536431129,2.690792737,18.88346985,2.722223795,0.371391664,0.121706348,2.695868756,16.58558062,222.0984977,81.4266112,0.146996709,3.303395153,3.036830252,5,4,117.8919113,123.2953446,2826.510087,5,-0.021002892,3.319699737,11.05045538,0,4,1,0.198964014,0.205010544,-36.11873366,9028.692684,9.581812067,8.167424166,15.58288622,6.482418737,7.415518565,7.367836002,131.4425946,7.390735079,9.343029286
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 21:44,2019/12/5 21:49,V1.2.2.0,,2.42778024,72,57.5,10.011,1.690736386,0.001346,4.818102973,54,56,10.011,1.911783287,0.002165,3000,6,5000,2508.917773,0.157655376,5.082347583,4.686803208,1,1.78,0.876,4,5000,1010.642059,3000,6,9000,2507.331501,0.157604077,9.075552164,8.680386497,1500,0.876,1.78,4,5000,1511.050064,1500,1.78,1.78,4,5000,1510.526629,3000,1500,500,5,5,5,5000,5000,5000,16.43556796,16.44974131,16.43147394,258,624,1301,3,33,4809.286843,8.971290447,2.704706315,18.88161212,2.713211618,0.397368367,0.136878624,2.692718374,16.5869242,222.0433708,81.44327742,0.144823697,3.11805758,3.018657959,5,4,117.6334067,122.2040235,2826.50261,5,-0.020988955,3.317966073,11.0506988,0,4,1,0.198994761,0.204949233,-36.11794451,9028.602972,10.29202059,8.174639243,15.5858159,6.48388358,7.420866211,7.367011421,131.4044092,7.379600821,9.204536187
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 21:49,2019/12/5 21:54,V1.2.2.0,,2.427787718,73,59.5,10.013,1.691464691,0.001362,4.81808054,53,55,10.014,1.912326173,0.002797,3000,6,5000,2508.910939,0.157375645,5.082242896,4.687401419,1,1.78,0.876,4,5000,1010.620855,3000,6,9000,2510.247346,0.157245295,9.075499832,8.680775248,1500,0.876,1.78,4,5000,1520.155936,1500,1.78,1.78,4,5000,1510.517506,3000,1500,500,5,5,5,5000,5000,5000,16.43774848,16.44442352,16.4329647,258,624,1301,3,33,4809.286843,7.538102116,2.690574465,18.89587978,2.731793776,0.360247705,0.139328113,2.693014253,16.57767677,222.091122,81.44731301,0.144763066,3.303475015,3.015699171,5,4,118.006159,123.2860327,2826.427833,5,-0.021026364,3.32151024,11.05049632,0,4,1,0.198913889,0.204905588,-36.11763659,9028.640352,10.28272466,8.167445993,15.57999049,6.474425159,7.41499714,7.362308889,131.4592692,7.378904778,9.227449835
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 21:56,2019/12/5 22:01,V1.2.2.0,,2.427787718,75,56.5,10.014,1.693114665,0.000654,4.818058107,56,56,10.013,1.912453035,0.00286,3000,6,5000,2508.83815,0.157117926,5.082257852,4.688074406,1,1.78,0.876,4,5000,1009.887001,3000,6,9000,2508.208133,0.157128728,9.07548488,8.681373327,1500,0.876,1.78,4,5000,1520.573861,1500,1.78,1.78,4,5000,1510.477812,3000,1500,500,5,5,5,5000,5000,5000,16.44780554,16.45143232,16.42813641,258,624,1301,3,33,4809.174679,8.956035713,2.684584133,18.8968911,2.709508282,0.370860538,0.113419317,2.706100826,16.57752398,222.0545276,81.45110608,0.140050833,3.296440884,3.015432395,5,4,117.9327339,122.8533164,2826.397923,5,-0.021439943,3.321092389,11.04702058,0,4,1,0.198600119,0.204536069,-36.11495952,9028.408596,9.389869194,8.165219627,15.57834375,6.474864127,7.422391684,7.363463301,131.4680807,7.374165867,9.344859297
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 22:07,2019/12/5 22:12,V1.2.2.0,,2.42778024,75,57.5,10.018,1.691129319,0.001192,4.818058107,54,57,10.018,1.912862706,0.002846,3000,6,5000,2508.880911,0.15680826,5.082280284,4.688867035,1,1.78,0.876,4,5000,1010.604635,3000,6,9000,2508.214878,0.156767652,9.075454976,8.682248018,1500,0.876,1.78,4,5000,1511.096299,1500,1.78,1.78,4,5000,1510.506559,3000,1500,500,5,5,5,5000,5000,5000,16.43627997,16.42851467,16.40555252,258,624,1301,3,33,4809.219545,8.955637974,2.689873572,18.88516751,2.716281966,0.392755568,0.122074984,2.692570435,16.58633487,222.0995527,81.46042141,0.145245688,3.327331379,3.035913512,5,4,117.5252165,122.3500703,2826.390445,5,-0.020972634,3.31854097,11.04956247,0,4,1,0.199022819,0.204898925,-36.11549908,9028.483356,10.28521537,8.171845371,15.58355073,6.469417047,7.420204121,7.364103563,131.4084111,7.378077773,9.323567336
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 22:12,2019/12/5 22:17,V1.2.2.0,,2.427825106,73,59.5,10.006,1.690842781,0.000548,4.81808054,53,56,10.009,1.91085596,0.003176,3000,6,5000,2508.264873,0.156694731,5.082272807,4.689240917,1,1.78,0.876,4,5000,1009.959892,3000,6,9000,2508.238451,0.156679743,9.075417596,8.682427441,1500,0.876,1.78,4,5000,1513.55968,1500,1.78,1.78,4,5000,1510.52763,3000,1500,500,5,5,5,5000,5000,5000,16.45817411,16.43225269,16.4184131,258,624,1301,3,33,4809.271888,8.962358303,2.691862266,18.90081756,2.719495404,0.389015854,0.135513217,2.695851779,16.57921437,222.1404643,81.44259835,0.146218208,3.31288711,3.013475229,5,4,118.005207,123.3004643,2826.263326,5,-0.020995068,3.319962226,11.05060121,0,4,1,0.198975078,0.204928266,-36.11542392,9028.647828,9.51703159,8.168297251,15.58298323,6.48028938,7.425466883,7.366904711,131.477678,7.378337273,9.324521988
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 22:17,2019/12/5 22:22,V1.2.2.0,,2.427825106,73,58.5,10.014,1.691692164,0.001319,4.818102973,56,55,10.016,1.910577954,0.002644,3000,6,5000,2508.311374,0.156504014,5.082190553,4.689629753,1,1.78,0.876,4,5000,1010.636185,3000,6,9000,2508.263204,0.156558975,9.07552226,8.682831145,1500,0.876,1.78,4,5000,1511.057095,1500,1.78,1.78,4,5000,1509.831935,3000,1500,500,5,5,5,5000,5000,5000,16.45178832,16.44994156,16.42237363,258,624,1301,3,33,4809.2345,8.969978394,2.69056719,18.90183131,2.727510809,0.381218721,0.122783153,2.696465364,16.58543025,222.1517885,81.45076412,0.14556582,3.336673843,2.997905215,5,4,117.9184008,122.942331,2826.315669,5,-0.020998857,3.319989709,11.05029553,0,4,1,0.198956373,0.204898252,-36.11524332,9028.66278,10.29866331,8.171796866,15.59024438,6.476086446,7.421567104,7.368585399,131.4751677,7.381424599,9.226484099
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,PASS,2019/12/6 0:21,2019/12/6 0:26,V1.2.2.0,,2.426556946,73,57.5,10.02,1.684527129,0.000398,4.813420583,56,55,10.016,1.911404622,0.000507,3000,6,5000,2509.366926,0.157691949,5.06475272,4.669045759,1,1.78,0.876,4,5000,1010.721994,3000,6,9000,2508.075356,0.156878579,9.034935946,8.641472648,1500,0.876,1.798,4,5000,1513.979487,1500,1.78,1.78,4,5000,1510.77555,3000,1500,500,5,5,5,5000,5000,5000,16.51939921,16.52503164,16.51430109,258,624,1301,3,33,4805.832521,8.989327916,2.725306087,18.90928906,2.752490822,0.415389603,0.140175091,2.709574067,16.6424276,220.3357877,81.38243744,0.168417522,3.169801108,3.042137066,5,4,117.7972801,123.0625868,2825.930971,5,-0.020158378,3.307782941,11.0386881,0,4,1,0.199538685,0.205456537,-36.34632473,8984.49021,9.79085064,8.149478258,15.60575425,6.48121225,7.413396853,7.340837918,132.0989574,7.358906087,9.328905373
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,PASS,2019/12/6 0:32,2019/12/6 0:37,V1.2.2.0,,2.426579351,76,57.5,10.018,1.687638866,0.000336,4.813398177,53,56,10.019,1.907119669,0.00266,3000,6,5000,2509.445661,0.155502484,5.064745251,4.674520217,1,1.78,0.876,4,5000,1010.692229,3000,6,9000,2508.102663,0.155483601,9.034965813,8.64499698,1500,0.876,1.78,4,5000,1520.864737,1500,1.78,1.78,4,5000,1510.653351,3000,1500,500,5,5,5,5000,5000,5000,16.53941324,16.53309068,16.51784083,258,624,1301,3,33,4805.929612,8.011075304,2.710010731,18.9142646,2.736477397,0.400606114,0.142261372,2.71130374,16.63724101,220.2252424,81.3597091,0.167148772,3.143224613,3.042534915,5,4,117.7743627,123.7061428,2826.035531,5,-0.020220542,3.308484572,11.03859395,0,4,1,0.199541982,0.20544634,-36.32936047,8984.759015,9.448831449,8.154203929,15.59996603,6.478565584,7.408290315,7.344311819,132.1216245,7.357365635,9.308174939
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,FAIL,2019/12/6 1:06,2019/12/6 1:11,V1.2.2.0,CB Error Could not set PASS CB,2.426549477,72,57.5,10.019,1.690560268,0.000684,4.813368303,55,55,10.02,1.912250452,0.00069,3000,6,5000,2508.949796,0.154976562,5.064655629,4.675827216,1,1.78,0.876,4,5000,1010.652023,3000,6,9000,2510.153075,0.154955018,9.034988213,8.646027399,1500,0.876,1.78,4,5000,1511.03157,1500,1.78,1.78,4,5000,1510.713772,3000,1500,500,5,5,5,5000,5000,5000,16.53885668,16.53469358,16.50011985,258,624,1301,3,33,4805.810115,8.989485601,2.728433083,18.91422821,2.752371952,0.398973477,0.143328772,2.707822561,16.63688683,220.2586279,81.36688493,0.166180834,3.214734532,3.040174505,5,4,117.6947683,123.7820987,2826.020594,5,-0.0202021,3.308815773,11.03820335,0,4,1,0.19947329,0.205408849,-36.31710536,8984.729148,10.12998057,8.15567403,15.61040472,6.481430582,7.416409832,7.343431214,132.117801,7.36128833,9.19420972
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,PASS,2019/12/6 1:12,2019/12/6 1:17,V1.2.2.0,,2.426579351,77,58.5,10.012,1.697700719,0.00074,4.813442988,54,55,10.02,1.906532893,0.002163,3000,6,5000,2509.319016,0.154849587,5.064692971,4.676125959,1,1.78,0.876,4,5000,1010.62927,3000,6,9000,2508.043751,0.154894801,9.034965813,8.646482874,1500,0.876,1.78,4,5000,1519.386882,1500,1.78,1.78,4,5000,1510.748101,3000,1500,500,5,5,5,5000,5000,5000,16.51432335,16.51554779,16.52049008,258,624,1301,3,33,4805.914675,9.021946687,2.711226111,18.91516218,2.737889276,0.41679663,0.14114788,2.711058724,16.61600703,220.3416564,81.36015546,0.165300229,3.140615435,3.042151621,5,4,117.6066495,122.8711361,2826.057937,5,-0.020205459,3.307298189,11.03831599,0,4,1,0.19952629,0.205484808,-36.32407745,8984.826216,10.26537297,8.197564624,15.60962115,6.480118165,7.415381246,7.342717997,132.0967836,7.360089931,9.222402666
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,FAIL,2019/12/6 1:26,2019/12/6 1:31,V1.2.2.0,CB Error Could not set PASS CB,2.42658682,72,57.5,10.02,1.69436975,0.000818,4.81343552,55,56,10.014,1.910048982,0.0019,3000,6,5000,2509.22881,0.154777766,5.064566006,4.676193176,1,1.78,0.876,4,5000,1009.360595,3000,6,9000,2507.893809,0.154859403,9.034906078,8.646535142,1500,0.876,1.798,4,5000,1521.259586,1500,1.78,1.78,4,5000,1510.428811,3000,1500,500,5,5,5,5000,5000,5000,16.54063768,16.53184398,16.51427883,258,624,1301,3,33,4805.810115,7.559264329,2.722492032,18.9104826,2.754349068,0.403611815,0.140269701,2.705003655,16.63028593,220.1780789,81.376067,0.166219649,3.327902613,3.020386366,5,4,117.4603783,123.245779,2826.028063,5,-0.020218954,3.310672404,11.03828573,0,4,1,0.199512735,0.2055143,-36.31137794,8984.542478,10.27485585,8.158250345,15.59610641,6.474936424,7.401619065,7.340968917,132.0694124,7.353030536,9.298793779
